title,pub_date,status,link,category,preview
"3 Simple Lessons, Why We Practice, and the Most Important Determinant","Mon, 02 Oct 2023 10:28:00 +0000",publish,/blog/3-lessons-why-we-practice-most-important-determinant,Breathwork techniques and how-to,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Reading Time: 1 min 57 sec I hope the next 30ish breaths are the most nourishing of your day. 4 THOUGHTS 1. Breathing Exerc"
"30 Seconds, Wim Hof Wisdom, and 23 One-Sentence Breathing Ideas","Mon, 02 Jan 2023 11:28:00 +0000",publish,/blog/30-seconds-wim-hof-wisdom,Breathwork techniques and how-to,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Get this in your inbox every Monday at 6:30 a.m. Eastern. Email Address Sign Up We respect your privacy. Thank you! 4 Thoug"
"Wim Hof vs. Wim Hof, the Three P's, and Breathing like Journalists","Mon, 31 Jan 2022 11:25:00 +0000",publish,/blog/3ps-whm-vs-whm,Breathwork techniques and how-to,"🎧 Listen Instead of Reading 🎧 If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Get this in your inbox every Monday at 6:30 a.m. Eastern. Email Address Sign Up We respect your privacy. Thank you! 4 T"
"4 Lessons in 4 Years, Behind the Scenes, and Establishing Inner Calm","Mon, 30 Jan 2023 11:28:00 +0000",publish,/blog/4-lessons-inner-calm,Anxiety and stress,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Get this in your inbox every Monday at 6:30 a.m. Eastern. Email Address Sign Up We respect your privacy. Thank you! A Speci"
"Four Qualities to Develop, and Why Breathing Might Be a Panacea","Mon, 17 Oct 2022 10:24:00 +0000",publish,/blog/4-qualities-panacea,Breathwork techniques and how-to,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Get this in your inbox every Monday at 6:30 a.m. Eastern. Email Address Sign Up We respect your privacy. Thank you! 4 Thoug"
"4 Tiny Thoughts, 3 Ways to Success, and What the Buddha Lost","Mon, 01 Apr 2024 10:28:00 +0000",publish,/blog/4-tiny-thoughts-3-ways-to-success-what-the-buddha-lost,Breathwork techniques and how-to,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Enjoy These Posts? Donate to support my research. Reading Time: 1 min 49 sec I hope the next 27’ish breaths are the most no"
"5 Great Apps, Less Work, and a Simple Way to Laugh More","Mon, 24 Apr 2023 10:28:00 +0000",publish,/blog/5-apps-less-work-laugh-more,Breathwork techniques and how-to,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 A New Breath-Based Stress-Reduction Protocol A reminder that I’m leading a 4-week course starting May 7th called Breathing "
"Free 5-day Course, an Inspiring Study, and the Heart of Life","Mon, 06 Feb 2023 11:28:00 +0000",publish,/blog/5-day-yoga-breathing-heart,Science 411 study breakdowns,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Get this in your inbox every Monday at 6:30 a.m. Eastern. Email Address Sign Up We respect your privacy. Thank you! 4 Thoug"
"The 5 Exhales, Spirit, and How One Word Makes Breath Holds Easier","Mon, 08 Nov 2021 11:25:00 +0000",publish,/blog/5-exhales-pause,Breathwork techniques and how-to,Listen Instead of Reading 4 Thoughts 1. The 5 Exhales of Slow Breathing Here are 5 different exhales you can try during your slow breathing practice. Give them a shot and see which one brings you the most relaxation. Nasal exhale Audible pursed-lips (like blowing out birthday candles) Barely audible
"A 10-15-75 Formula, Laughter, and a Menu of Mind-Body Benefits","Mon, 04 Nov 2024 11:28:00 +0000",publish,/blog/a-10-15-75-formula-laughter-menu-of-benefits,Breathwork techniques and how-to,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Enjoy These Posts? Donate to support this newsletter & podcast. Reading Time: 1 min 38 sec I hope the next 20’ish breaths a"
"A Better Life, 30-Second Science, and the Tibetan Yoga of Breath","Mon, 26 Jan 2026 11:28:00 +0000",publish,/blog/a-better-life-30-second-science-tibetan-yoga-of-breath,Breathwork techniques and how-to,"Reading Time: 1 min 45 sec I hope the next 21-ish breaths are the most nourishing of your day. 4 THOUGHTS 1. A Better Life Outside of Practice “We expand our inner presence and relaxation…and, over time, we find more and more of that inner expansion and relaxation in daily life. The same is true of "
"A Clearer Life, Quiet Joy, and 3 Random Thoughts","Mon, 07 Oct 2024 10:28:00 +0000",publish,/blog/a-clearer-life-quiet-joy-3-random-thoughts,Focus and performance,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Enjoy These Posts? Donate to support this newsletter & podcast. Reading Time: 1 min 38 sec I hope the next 20’ish breaths a"
"A Fulfilling Life, How to End, and How to Meditate without Meditating","Mon, 19 Feb 2024 11:28:00 +0000",publish,/blog/a-fulfilling-life-how-to-end-how-to-meditate-without-meditating,Breathwork techniques and how-to,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Enjoy These Posts? Donate to support my research. Reading Time: 1 min 56 sec I hope the next 29’ish breaths are the most no"
"A Funny 1-Minute Story, Instant Calm, and Creating Hope &amp; Contentment","Mon, 10 Mar 2025 10:28:00 +0000",publish,/blog/a-funny-1-minute-story-instant-calm-and-creating-hope-contentment,Anxiety and stress,"Reading Time: 1 min 40 sec I hope the next 20’ish breaths are the most nourishing of your day. Reminder: SKY Breath Course Starts Today There is still time to sign up for the SKY Breathing Course starting today. My good friend (and all-around wonderful person) Colleen Loehr, MD, is co-leading it, an"
"A Helpful Breathing Tip, Two Ways, and How to Build a Stronger Mind","Mon, 17 Jul 2023 10:28:00 +0000",publish,/blog/a-helpful-breathing-tip-two-ways-how-to-build-a-stronger-mind,Breathwork techniques and how-to,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 4 THOUGHTS 1. The Most Helpful Breathing Tip I’ve Found (it’s embarrassingly cliché & simple) Don’t take ten breaths. Take "
"A Mini Life, Breath-Brain, and Helping Everyone Else Relax","Mon, 18 Nov 2024 11:28:00 +0000",publish,/blog/a-mini-life-breath-brain-helping-everyone-else-relax,Focus and performance,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Audio Block Double-click here to upload or link to a .mp3. Learn more Enjoy These Posts? Donate to support this newsletter "
"A Trained Mind, Created By the Breath, and How To Be Better At Anything","Mon, 02 Feb 2026 11:28:00 +0000",publish,/blog/a-trained-mind-created-by-the-breath-how-to-be-better-at-anything,Breathwork techniques and how-to,Reading Time: 1 min 45 sec I hope the next 21-ish breaths are the most nourishing of your day. 4 THOUGHTS 1. Slow Breathing Helps Across Various Conditions “The results of this review provide evidence that HRVB and PB [paced breathing] at approximately six breaths per minute have positive effects on
"After 8 Years, How to Be Like Water, and Our Body’s Love Language","Mon, 23 Dec 2024 11:28:00 +0000",publish,/blog/after-8-years-how-to-be-like-water-our-bodys-love-language,Breathwork techniques and how-to,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Enjoy These Posts? Donate to support this newsletter & podcast. Reading Time: 1 min 36 sec I hope the next 20’ish breaths a"
"Aging, Wonderful Outcomes, and the Secret of an Unhurried Mind","Mon, 11 Mar 2024 10:28:00 +0000",publish,/blog/aging-wonderful-outcomes-secret-of-an-unhurried-mind,Contemplative practice and mindfulness,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 Enjoy These Posts? Donate to support my research. Reading Time: 1 min 48 sec I hope the next 27’ish breaths are the most no"
"Alcohol, and Why You’ll Forget About Breathing","Mon, 23 Nov 2020 11:30:00 +0000",publish,/blog/alcohol-and-forget,Breathwork techniques and how-to,"Hello, and Happy Monday. Here are 4 thoughts, 1 quote, and 1 answer that I hope you enjoy this week. 4 THOUGHTS 1. Cure Your Hangover: Why We Can’t Always Wait on Science "" If you have a hangover…if you do 20 minutes of this breathing, then you have no hangover anymore. You are learning to detox you"
"All 3 at Once, Laughing Monks, and Naturally Arising Compassion","Mon, 29 May 2023 10:28:00 +0000",publish,/blog/all-3-at-once-laughing-monks-naturally-arising-compassion,Focus and performance,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 4 THOUGHTS 1. Breathing Does All Three at Once A body scan focuses on your physical being. Observing your thoughts focuses "
How I Trained for Altitude and Why We All Benefit from Breath Training,"Mon, 13 Sep 2021 10:25:00 +0000",publish,/blog/altitude-and-breath-training,Breathwork techniques and how-to,Listen Instead of Reading Autonomic Neuroscience says slow breathing is for diabetes & hypertension. Harvard Medical School says yogic breathing is for stress. And Tibetan Yoga says breath training is for everyone. Let’s see how… 4 Thoughts 1. How I Trained for High Altitude (it’s not what you might
"Alzheimer’s, Nose vs. Mouth, and How to Find the Perfect Practice","Mon, 15 May 2023 10:28:00 +0000",publish,/blog/alzheimers-nose-mouth-how-to-find-the-perfect-practice,Breathwork techniques and how-to,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 4 THOUGHTS 1. The Smiling of Breathing Slow breathing is to breath exercises what smiling is to facial expressions. 2. Slow"
"Is this Amazing or Dangerous, Longevity, and How to Create More Time","Mon, 04 Sep 2023 10:28:00 +0000",publish,/blog/amazing-or-dangerous-longevity-how-to-create-more-time,Breathwork techniques and how-to,"Listen Instead of Reading If you enjoy listening, you can subscribe to the audio version on Spotify , Apple Podcasts , and Audible so you don’t even have to look at the email 😊 4 THOUGHTS 1. Yoga Breathing, Meditation, and Longevity “By inducing stress resilience, breath work enables us to rapidly a"
"Alternate Nostril Breathing, 70% Exhales, and How to be ""Happy Right Away""","Mon, 29 Nov 2021 11:25:00 +0000",publish,/blog/anb-70-percent,Breathwork techniques and how-to,"Listen Instead of Reading 4 Thoughts 1. A Friendly Reminder to Exhale More than 70% In Heart Breath Mind , Leah Lagos discusses a fascinating study where a group of people were instructed to only exhale about 70% of their air with each breath. Here’s what happened: “ After just 30 seconds of this su"
